Date,Open,High,Low,Close,Volume,Adj Close
16/06/2008,5802.799805,5832.600098,5759.600098,5794.600098,1256900700,5794.600098
13/06/2008,5793.700195,5818.299805,5719.5,5802.799805,1353586500,5802.799805
12/06/2008,5725.5,5797.799805,5719.799805,5790.5,1871306800,5790.5
11/06/2008,5847.399902,5859.399902,5708.299805,5723.299805,1940035400,5723.299805
10/06/2008,5869.799805,5873.200195,5813.399902,5827.299805,1327050900,5827.299805
09/06/2008,5902.899902,5938.5,5869.600098,5877.600098,1309997000,5877.600098
06/06/2008,5995.299805,6074.5,5906.5,5906.799805,1377027700,5906.799805
05/06/2008,5970.100098,6005.100098,5941,5995.299805,1435388200,5995.299805
04/06/2008,6057.700195,6057.700195,5933.299805,5970.100098,1609778100,5970.100098
03/06/2008,6007.600098,6059,5993.299805,6057.700195,1331720300,6057.700195
02/06/2008,6053.5,6060.799805,5978.399902,6007.600098,1276716500,6007.600098
30/05/2008,6068.100098,6111.600098,6044.700195,6053.5,1650279300,6053.5
29/05/2008,6069.600098,6130.5,6041.100098,6068.100098,1377029000,6068.100098
28/05/2008,6058.5,6122.200195,6052.5,6069.600098,1344845200,6069.600098
27/05/2008,6087.299805,6141.700195,6048.700195,6058.5,1296141700,6058.5
26/05/2008,6087.299805,6087.299805,6087.299805,6087.299805,0,6087.299805
23/05/2008,6181.600098,6182.899902,6087.299805,6087.299805,1133052000,6087.299805
22/05/2008,6198.100098,6226.200195,6159.399902,6181.600098,1551634900,6181.600098
21/05/2008,6191.600098,6257.299805,6183.5,6198.100098,1354508100,6198.100098
20/05/2008,6376.5,6376.5,6191.600098,6191.600098,1350917600,6191.600098
19/05/2008,6304.299805,6377,6302.799805,6376.5,1110917200,6376.5
16/05/2008,6251.799805,6348.600098,6251.799805,6304.299805,1197060400,6304.299805
15/05/2008,6216,6258.5,6168.799805,6251.799805,1137169800,6251.799805
14/05/2008,6211.899902,6253.100098,6167.899902,6216,1161774500,6216
13/05/2008,6220.600098,6268.100098,6142.299805,6211.899902,1047796100,6211.899902
12/05/2008,6204.700195,6251.899902,6184.799805,6220.700195,678570800,6220.700195
09/05/2008,6270.799805,6270.799805,6167.600098,6204.700195,964963800,6204.700195
08/05/2008,6256.5,6273.299805,6217,6270.799805,1054319900,6270.799805
07/05/2008,6215.200195,6275,6214.100098,6261,1036822500,6261
06/05/2008,6215.5,6233.700195,6155.899902,6215.299805,1079620600,6215.299805
05/05/2008,6215.5,6215.5,6215.5,6215.5,0,6215.5
02/05/2008,6087.299805,6223.899902,6087.299805,6215.5,1199047200,6215.5
01/05/2008,6087.299805,6118.200195,6066,6087.299805,579075100,6087.299805
30/04/2008,6089.399902,6120.299805,6035.799805,6087.299805,1156154900,6087.299805
29/04/2008,6090.399902,6133.5,6051.600098,6089.399902,997915900,6089.399902
28/04/2008,6091.399902,6134.5,6083.5,6090.399902,781898500,6090.399902
25/04/2008,6050.700195,6098.799805,6045.5,6091.399902,1147801700,6091.399902
24/04/2008,6083.600098,6083.600098,5951.899902,6050.700195,1145619200,6050.700195
23/04/2008,6034.700195,6083.600098,5978.799805,6083.600098,1353681300,6083.600098
22/04/2008,6053,6072,6007.5,6034.700195,1035231500,6034.700195
21/04/2008,6056.5,6089.5,6021.200195,6053,1173183800,6053
18/04/2008,5980.399902,6062.100098,5974.299805,6056.600098,1420110900,6056.600098
17/04/2008,6046.200195,6086.399902,5973.899902,5980.399902,1341988600,5980.399902
16/04/2008,5906.899902,6046.200195,5906.899902,6046.200195,1274744100,6046.200195
15/04/2008,5831.600098,5943.299805,5831.600098,5906.899902,1265418200,5906.899902
14/04/2008,5895.5,5895.5,5827,5831.600098,1071624800,5831.600098
11/04/2008,5965.100098,6016.299805,5866.100098,5895.5,1228298000,5895.5
10/04/2008,5983.899902,6003.200195,5881.899902,5965.100098,1231191200,5965.100098
09/04/2008,5990.200195,6015.600098,5947.200195,5983.899902,955804900,5983.899902
08/04/2008,6014.799805,6014.799805,5942.200195,5990.200195,934849000,5990.200195
07/04/2008,5947.100098,6014.799805,5947.100098,6014.799805,946532600,6014.799805
04/04/2008,5891.299805,5948,5888,5947.100098,954743500,5947.100098
03/04/2008,5915.899902,5935.200195,5864,5891.299805,1065812900,5891.299805
02/04/2008,5852.600098,5920.100098,5827.200195,5915.899902,1317727800,5915.899902
01/04/2008,5702.100098,5865.799805,5670.399902,5852.600098,1473810600,5852.600098
31/03/2008,5692.899902,5715.100098,5585.600098,5702.100098,1374906100,5702.100098
28/03/2008,5717.5,5747.200195,5673.700195,5692.899902,1045046100,5692.899902
27/03/2008,5660.399902,5735,5650.899902,5717.5,1419002900,5717.5
26/03/2008,5689.100098,5689.100098,5639.100098,5660.399902,1499881500,5660.399902
25/03/2008,5495.200195,5704.299805,5495.200195,5689.100098,1962218800,5689.100098
24/03/2008,5495.200195,5495.200195,5495.200195,5495.200195,0,5495.200195
21/03/2008,5495.200195,5495.200195,5495.200195,5495.200195,0,5495.200195
20/03/2008,5545.600098,5545.600098,5461.899902,5495.200195,2137214800,5495.200195
19/03/2008,5605.799805,5653.600098,5524.799805,5545.600098,2127270800,5545.600098
18/03/2008,5414.399902,5610,5414.399902,5605.799805,1660294700,5605.799805
17/03/2008,5631.700195,5631.700195,5414.399902,5414.399902,2058764200,5414.399902
14/03/2008,5692.399902,5782,5595.799805,5631.700195,1551275000,5631.700195
13/03/2008,5776.399902,5776.399902,5628.899902,5692.399902,1628702300,5692.399902
12/03/2008,5690.399902,5812.700195,5690.399902,5776.399902,1421371500,5776.399902
11/03/2008,5629.100098,5783.399902,5629.100098,5690.399902,1752461600,5690.399902
10/03/2008,5699.899902,5718.799805,5616.600098,5629.100098,1311044000,5629.100098
07/03/2008,5766.399902,5766.399902,5655.700195,5699.899902,1553543800,5699.899902
06/03/2008,5853.5,5871.100098,5753.100098,5766.399902,1223869700,5766.399902
05/03/2008,5767.700195,5860.5,5763.899902,5853.5,1416583700,5853.5
04/03/2008,5818.600098,5872.899902,5719.799805,5767.700195,1555756600,5767.700195
03/03/2008,5884.299805,5884.299805,5770.100098,5818.600098,1519244300,5818.600098
29/02/2008,5965.700195,5986.200195,5859.299805,5884.299805,1557177300,5884.299805
28/02/2008,6076.5,6090.799805,5960.299805,5965.700195,1555514800,5965.700195
27/02/2008,6087.399902,6104.5,5989,6076.5,1508230000,6076.5
26/02/2008,5999.5,6092.5,5991.600098,6087.399902,1283573200,6087.399902
25/02/2008,5888.5,6011.700195,5888.5,5999.5,1211085100,5999.5
22/02/2008,5932.200195,5970.899902,5863.799805,5888.5,1249304500,5888.5
21/02/2008,5893.600098,6004.399902,5893.600098,5932.200195,1304872400,5932.200195
20/02/2008,5966.899902,5966.899902,5847.399902,5893.600098,1480551900,5893.600098
19/02/2008,5946.600098,6033.700195,5884.799805,5966.899902,1309517400,5966.899902
18/02/2008,5787.600098,5951.899902,5787.600098,5946.600098,927279200,5946.600098
15/02/2008,5879.299805,5915,5763.5,5787.600098,1286214100,5787.600098
14/02/2008,5880.100098,5938.5,5859.399902,5879.299805,1312840500,5879.299805
13/02/2008,5910,5915,5814.799805,5880.100098,1282472300,5880.100098
12/02/2008,5707.700195,5910,5707.700195,5910,1473528100,5910
11/02/2008,5784,5789.600098,5681.5,5707.700195,1130377400,5707.700195
08/02/2008,5724.100098,5805.299805,5703.100098,5784,1253695300,5784
07/02/2008,5875.399902,5875.399902,5708.799805,5724.100098,1650915000,5724.100098
06/02/2008,5868,5892.600098,5816.399902,5875.399902,1316366700,5875.399902
05/02/2008,6026.200195,6026.200195,5852.799805,5868,1421468900,5868
04/02/2008,6029.200195,6071.299805,6000.200195,6026.200195,1102822400,6026.200195
01/02/2008,5879.799805,6044.899902,5879.799805,6029.200195,1791034000,6029.200195
31/01/2008,5837.299805,5899.5,5689.399902,5879.799805,1888867600,5879.799805
30/01/2008,5885.200195,5885.200195,5818.600098,5837.299805,1122769500,5837.299805
29/01/2008,5788.899902,5885.200195,5788.899902,5885.200195,1144122500,5885.200195
28/01/2008,5869,5869,5705.100098,5788.899902,1232833300,5788.899902
25/01/2008,5875.799805,5973.299805,5848.5,5869,1647164500,5869
24/01/2008,5609.299805,5882.299805,5609.299805,5875.799805,2129111200,5875.799805
23/01/2008,5740.100098,5844.899902,5518.299805,5609.399902,2146010400,5609.399902
22/01/2008,5578.200195,5764,5338.700195,5740.100098,2146910000,5740.100098
21/01/2008,5901.700195,5901.700195,5571,5578.200195,2105408800,5578.200195
18/01/2008,5902.399902,6030.899902,5856.799805,5901.700195,2001710400,5901.700195
17/01/2008,5942.899902,6028.399902,5895.399902,5902.399902,1696753200,5902.399902
16/01/2008,6025.600098,6031.5,5908.5,5942.899902,1889642400,5942.899902
15/01/2008,6215.700195,6215.700195,6025.600098,6025.600098,1633314500,6025.600098
14/01/2008,6202,6247.299805,6173,6215.700195,1141689600,6215.700195
11/01/2008,6222.700195,6251.799805,6147,6202,1584489000,6202
10/01/2008,6272.700195,6314.5,6213,6222.700195,1561550500,6222.700195
09/01/2008,6356.5,6356.5,6241.799805,6272.700195,1823908800,6272.700195
08/01/2008,6335.700195,6399.600098,6335.700195,6356.5,1418323100,6356.5
07/01/2008,6348.5,6376.5,6275.200195,6335.700195,1298090800,6335.700195
04/01/2008,6479.399902,6534.700195,6333.200195,6348.5,1182498500,6348.5
03/01/2008,6416.700195,6487.799805,6394.600098,6479.399902,932411700,6479.399902
02/01/2008,6456.899902,6512.299805,6402.600098,6416.700195,674073300,6416.700195
01/01/2008,6456.899902,6456.899902,6456.899902,6456.899902,0,6456.899902
31/12/2007,6476.899902,6480.200195,6432.799805,6456.899902,193916500,6456.899902
28/12/2007,6497.799805,6497.799805,6436.799805,6476.899902,419742800,6476.899902
27/12/2007,6479.299805,6504.700195,6468.399902,6497.799805,481185200,6497.799805
26/12/2007,6479.299805,6479.299805,6479.299805,6479.299805,0,6479.299805
25/12/2007,6479.299805,6479.299805,6479.299805,6479.299805,0,6479.299805
24/12/2007,6434.100098,6485.600098,6431.200195,6479.299805,145425700,6479.299805
21/12/2007,6345.600098,6451.799805,6345.600098,6434.100098,1557130900,6434.100098
20/12/2007,6284.5,6367.700195,6284.5,6345.600098,1146323000,6345.600098
19/12/2007,6279.299805,6319.100098,6251.799805,6284.5,1065834600,6284.5
18/12/2007,6277.799805,6344.299805,6254.5,6279.299805,1171365900,6279.299805
17/12/2007,6397,6397,6264.299805,6277.799805,1137995000,6277.799805
14/12/2007,6364.200195,6426.200195,6336.700195,6397,975937300,6397
13/12/2007,6559.799805,6559.799805,6364.200195,6364.200195,1406047800,6364.200195
12/12/2007,6536.899902,6610.899902,6429.5,6559.799805,1582706000,6559.799805
11/12/2007,6565.399902,6597.5,6513.399902,6536.899902,969300700,6536.899902
10/12/2007,6554.899902,6596.700195,6523.700195,6565.399902,1022301700,6565.399902
07/12/2007,6485.600098,6577.799805,6485.600098,6554.899902,1102286000,6554.899902
06/12/2007,6493.799805,6591.799805,6437.799805,6485.600098,1518034100,6485.600098
05/12/2007,6315.200195,6493.799805,6315.200195,6493.799805,1330501400,6493.799805
04/12/2007,6386.600098,6398.200195,6289.299805,6315.200195,1207162500,6315.200195
03/12/2007,6432.5,6456.100098,6379.899902,6386.600098,1170902700,6386.600098
30/11/2007,6349.100098,6455.799805,6334,6432.5,1613249500,6432.5
29/11/2007,6306.200195,6363.5,6273.399902,6349.100098,1407106200,6349.100098
28/11/2007,6140.700195,6307.399902,6109.600098,6306.200195,1556085100,6306.200195
27/11/2007,6180.5,6197.100098,6061.799805,6140.700195,1521781000,6140.700195
26/11/2007,6262.100098,6307.799805,6180.5,6180.5,1213903300,6180.5
23/11/2007,6155.299805,6262.100098,6153.600098,6262.100098,1164111300,6262.100098
22/11/2007,6070.899902,6155.299805,6026.899902,6155.299805,1057454800,6155.299805
21/11/2007,6226.5,6226.5,6041.799805,6070.899902,1450928000,6070.899902
20/11/2007,6120.799805,6227.700195,6078.700195,6226.5,1670519200,6226.5
19/11/2007,6291.200195,6331.700195,6120.799805,6120.799805,1375882300,6120.799805
16/11/2007,6359.600098,6359.600098,6283.899902,6291.200195,1354551400,6291.200195
15/11/2007,6432.100098,6465.399902,6335.5,6359.600098,1246655500,6359.600098
14/11/2007,6362.399902,6460.799805,6362.399902,6432.100098,1655537300,6432.100098
13/11/2007,6337.899902,6387.399902,6279.700195,6362.399902,1653336100,6362.399902
12/11/2007,6304.899902,6365.200195,6268.600098,6337.899902,1481429700,6337.899902
09/11/2007,6381.899902,6442.899902,6268.899902,6304.899902,1789368000,6304.899902
08/11/2007,6385.100098,6432.299805,6290.299805,6381.899902,2131191000,6381.899902
07/11/2007,6474.899902,6519.200195,6381.299805,6385.100098,1154914700,6385.100098
06/11/2007,6461.399902,6512.100098,6456.399902,6474.899902,1418635300,6474.899902
05/11/2007,6530.600098,6530.600098,6420.399902,6461.399902,1413277800,6461.399902
02/11/2007,6586.100098,6586.100098,6483.399902,6530.600098,1699776600,6530.600098
01/11/2007,6721.600098,6723.700195,6549.700195,6586.100098,1487683600,6586.100098
31/10/2007,6659,6721.600098,6636.899902,6721.600098,1676734200,6721.600098
30/10/2007,6706,6706,6653.799805,6659,1465186500,6659
29/10/2007,6661.299805,6726.899902,6661.299805,6706,1586285000,6706
26/10/2007,6576.299805,6684.100098,6567.100098,6661.299805,2090591800,6661.299805
25/10/2007,6482,6587.600098,6482,6576.299805,1950013600,6576.299805
24/10/2007,6514,6550.899902,6460.899902,6482,1615837000,6482
23/10/2007,6459.299805,6562.700195,6459.299805,6514,1660006500,6514
22/10/2007,6527.899902,6527.899902,6413.399902,6459.299805,1579140900,6459.299805
19/10/2007,6609.399902,6615.799805,6523.600098,6527.899902,1785068800,6527.899902
18/10/2007,6677.700195,6722,6584.899902,6609.399902,1739688000,6609.399902
17/10/2007,6614.299805,6690.5,6594.899902,6677.700195,1975530800,6677.700195
16/10/2007,6644.5,6644.5,6596.299805,6614.299805,1860730600,6614.299805
15/10/2007,6730.700195,6751.700195,6632.100098,6644.5,1745765000,6644.5
12/10/2007,6724.5,6730.700195,6660,6730.700195,2146771200,6730.700195
11/10/2007,6633,6730.100098,6633,6724.5,2147272400,6724.5
10/10/2007,6615.399902,6633,6587.700195,6633,1753424400,6633
09/10/2007,6540.899902,6625.299805,6527.5,6615.399902,1677935600,6615.399902
08/10/2007,6595.799805,6605.600098,6540.899902,6540.899902,1642300600,6540.899902
05/10/2007,6547.899902,6605.100098,6547.899902,6595.799805,1593592400,6595.799805
04/10/2007,6535.200195,6593.299805,6507.200195,6547.899902,1930898000,6547.899902
03/10/2007,6500.399902,6542.799805,6495,6535.200195,2036551400,6535.200195
02/10/2007,6506.200195,6567,6489.600098,6500.399902,2147328200,6500.399902
01/10/2007,6466.799805,6514.5,6419.200195,6506.299805,1668930100,6506.299805
28/09/2007,6486.399902,6500.399902,6411.799805,6466.799805,2147359000,6466.799805
27/09/2007,6433,6508,6433,6486.399902,2081502200,6486.399902
26/09/2007,6396.899902,6484.399902,6396.899902,6433,1958385000,6433
25/09/2007,6465.899902,6465.899902,6367,6396.899902,2147378800,6396.899902
24/09/2007,6456.700195,6494.200195,6437.299805,6465.899902,1788563200,6465.899902
21/09/2007,6429,6481.600098,6409.899902,6456.700195,2138550800,6456.700195
20/09/2007,6460,6460,6395.100098,6429,1959086200,6429
19/09/2007,6283.299805,6512.399902,6283.299805,6460,2145890400,6460
18/09/2007,6182.799805,6298.5,6158.799805,6283.299805,2111940000,6283.299805
17/09/2007,6289.299805,6289.299805,6168,6182.799805,2013260400,6182.799805
14/09/2007,6363.899902,6363.899902,6209.100098,6289.299805,2147180800,6289.299805
13/09/2007,6306.200195,6374.5,6280.200195,6363.899902,1682212000,6363.899902
12/09/2007,6280.700195,6317.100098,6232,6306.200195,1544617400,6306.200195
11/09/2007,6134.100098,6280.700195,6134.100098,6280.700195,1384826000,6280.700195
10/09/2007,6191.200195,6232.100098,6123.100098,6134.100098,1358041100,6134.100098
07/09/2007,6313.299805,6342.700195,6179.100098,6191.200195,1937698000,6191.200195
06/09/2007,6270.700195,6327.299805,6217.5,6313.299805,1577759700,6313.299805
05/09/2007,6376.799805,6390.5,6264.5,6270.700195,1382927400,6270.700195
04/09/2007,6315.200195,6378,6274.899902,6376.799805,1354080200,6376.799805
03/09/2007,6303.299805,6334.399902,6303.200195,6315.200195,870994200,6315.200195
31/08/2007,6212,6309.5,6212,6303.299805,1405717500,6303.299805
30/08/2007,6132.200195,6220.799805,6122.5,6212,1527847700,6212
29/08/2007,6102.200195,6137.899902,6056.5,6132.200195,1277810600,6132.200195
28/08/2007,6220.100098,6220.100098,6083.899902,6102.200195,1251577000,6102.200195
27/08/2007,6220.100098,6220.100098,6220.100098,6220.100098,0,6220.100098
24/08/2007,6196.899902,6232.200195,6182.399902,6220.100098,1064108100,6220.100098
23/08/2007,6196,6287.200195,6194.399902,6196.899902,1710798800,6196.899902
22/08/2007,6086.100098,6196.600098,6086.100098,6196,1720924400,6196
21/08/2007,6078.700195,6118.899902,6031.799805,6086.100098,1563512500,6086.100098
20/08/2007,6064.200195,6163.399902,6064.200195,6078.700195,1481372200,6078.700195
17/08/2007,5858.899902,6134,5821.700195,6064.200195,2146704800,6064.200195
16/08/2007,6109.299805,6109.299805,5858.899902,5858.899902,2122855600,5858.899902
15/08/2007,6143.5,6143.5,6041.700195,6109.299805,1773176400,6109.299805
14/08/2007,6219,6264.899902,6132.200195,6143.5,1778694000,6143.5
13/08/2007,6038.299805,6237.799805,6038.299805,6219,1990653000,6219
10/08/2007,6271.200195,6271.200195,6038.299805,6038.299805,2146195400,6038.299805
09/08/2007,6393.899902,6393.899902,6228,6271.200195,2146899600,6271.200195
08/08/2007,6308.799805,6406.299805,6308.799805,6393.899902,2102086800,6393.899902
07/08/2007,6189.100098,6308.799805,6189.100098,6308.799805,1775851600,6308.799805
06/08/2007,6224.299805,6245.899902,6161.5,6189.100098,1727996600,6189.100098
03/08/2007,6300.299805,6333.5,6212.200195,6224.299805,1772894000,6224.299805
02/08/2007,6250.600098,6319.299805,6250.600098,6300.299805,1864279600,6300.299805
01/08/2007,6360.100098,6360.100098,6187.200195,6250.600098,2124592400,6250.600098
31/07/2007,6206.100098,6361.100098,6206.100098,6360.100098,2119510400,6360.100098
30/07/2007,6215.200195,6256.5,6186.200195,6206.100098,1964464800,6206.100098
27/07/2007,6251.200195,6315.200195,6192.299805,6215.200195,2146488600,6215.200195
26/07/2007,6454.299805,6474.700195,6251.200195,6251.200195,2146439200,6251.200195
25/07/2007,6498.700195,6533.600098,6436.700195,6454.299805,1877530000,6454.299805
24/07/2007,6624.399902,6624.399902,6498.700195,6498.700195,1858650000,6498.700195
23/07/2007,6585.200195,6624.399902,6583.5,6624.399902,1450986500,6624.399902
20/07/2007,6640.200195,6674.299805,6580,6585.200195,1648459300,6585.200195
19/07/2007,6567.100098,6658.799805,6567.100098,6640.200195,1929774800,6640.200195
18/07/2007,6659.100098,6659.100098,6567.100098,6567.100098,1649267200,6567.100098
17/07/2007,6697.700195,6698.5,6628.100098,6659.200195,1653158200,6659.200195
16/07/2007,6716.700195,6735.799805,6679.200195,6697.700195,1620914300,6697.700195
13/07/2007,6697.700195,6754.100098,6697.700195,6716.700195,1459319000,6716.700195
12/07/2007,6615.100098,6697.700195,6594.700195,6697.700195,1791645200,6697.700195
11/07/2007,6630.899902,6630.899902,6574.200195,6615.100098,1735622400,6615.100098
10/07/2007,6712.700195,6734.299805,6620.5,6630.899902,1764305400,6630.899902
09/07/2007,6690.100098,6725.899902,6690.100098,6712.700195,1314680100,6712.700195
06/07/2007,6635.200195,6690.399902,6635.200195,6690.100098,1579720100,6690.100098
05/07/2007,6673.100098,6691.799805,6625.799805,6635.200195,2094628800,6635.200195
04/07/2007,6639.799805,6682.899902,6639.799805,6673.100098,1208030200,6673.100098
03/07/2007,6590.600098,6645.299805,6590.600098,6639.799805,1863055200,6639.799805
02/07/2007,6607.899902,6612.799805,6570.5,6590.600098,1617108000,6590.600098
29/06/2007,6571.299805,6607.899902,6519.600098,6607.899902,2019138000,6607.899902
28/06/2007,6527.600098,6575.5,6527.600098,6571.299805,2141633200,6571.299805
27/06/2007,6559.299805,6559.299805,6496.399902,6527.600098,2144116000,6527.600098
26/06/2007,6588.399902,6593.5,6539.899902,6559.299805,1988701200,6559.299805
25/06/2007,6567.399902,6591.399902,6522.299805,6588.399902,1919506000,6588.399902
22/06/2007,6596,6612.299805,6562.200195,6567.399902,1591629900,6567.399902
21/06/2007,6649.299805,6649.299805,6563.899902,6596,2146364000,6596
20/06/2007,6650.200195,6692.600098,6647.600098,6649.299805,2139497600,6649.299805
19/06/2007,6703.5,6721.399902,6650.200195,6650.200195,1713057600,6650.200195
18/06/2007,6732.399902,6751.299805,6696.799805,6703.5,1300679100,6703.5
15/06/2007,6649.899902,6734.200195,6649.899902,6732.399902,2147134000,6732.399902
14/06/2007,6559.600098,6654.299805,6559.600098,6649.899902,1889536400,6649.899902
13/06/2007,6520.399902,6567.299805,6483.600098,6559.600098,1925533200,6559.600098
12/06/2007,6567.5,6586.600098,6513.700195,6520.5,2009952400,6520.5
11/06/2007,6505.100098,6567.5,6505.100098,6567.5,1400291100,6567.5
08/06/2007,6505.100098,6519.399902,6451.399902,6505.100098,2147079600,6505.100098
07/06/2007,6522.700195,6574.899902,6478,6505.100098,2145944400,6505.100098
06/06/2007,6632.799805,6636.899902,6511.700195,6522.700195,2034886800,6522.700195
05/06/2007,6664.100098,6686.600098,6625.700195,6632.799805,1790008800,6632.799805
04/06/2007,6676.700195,6686.100098,6641.200195,6664.100098,1276511300,6664.100098
01/06/2007,6621.399902,6676.700195,6621.299805,6676.700195,1746554800,6676.700195
31/05/2007,6602.100098,6650.200195,6602.100098,6621.5,2067952800,6621.5
30/05/2007,6606.5,6606.5,6533.5,6602.100098,2048075600,6602.100098
29/05/2007,6570.5,6613.399902,6570.5,6606.5,2146616000,6606.5
28/05/2007,6570.600098,6570.600098,6570.600098,6570.600098,0,6570.600098
25/05/2007,6565.399902,6575.200195,6532.5,6570.600098,1649747200,6570.600098
24/05/2007,6616.399902,6619.5,6560.5,6565.5,2137269600,6565.5
23/05/2007,6606.600098,6643.799805,6602.5,6616.399902,2142740400,6616.399902
22/05/2007,6636.799805,6641.899902,6594.600098,6606.600098,2147420000,6606.600098
21/05/2007,6640.899902,6675,6619.399902,6636.799805,1562307600,6636.799805
18/05/2007,6579.299805,6656.299805,6579.100098,6640.899902,1971217200,6640.899902
17/05/2007,6559.5,6588.700195,6553.600098,6579.299805,1987515600,6579.299805
16/05/2007,6568.600098,6578.600098,6539.399902,6559.5,1834993000,6559.5
15/05/2007,6555.5,6579,6532.899902,6568.700195,2142701600,6568.700195
14/05/2007,6565.700195,6596.299805,6530.299805,6555.5,1234021400,6555.5
11/05/2007,6524.100098,6577,6451.899902,6565.700195,2146800800,6565.700195
10/05/2007,6549.600098,6565.100098,6515,6524.100098,1836226400,6524.100098
09/05/2007,6550.399902,6592.399902,6529,6549.600098,1948521600,6549.600098
08/05/2007,6603.700195,6603.700195,6537.5,6550.399902,1962124000,6550.399902
07/05/2007,6603.700195,6603.700195,6603.700195,6603.700195,0,6603.700195
04/05/2007,6537.799805,6614.700195,6537.799805,6603.700195,2099882800,6603.700195
03/05/2007,6484.5,6542.5,6484.5,6537.799805,1925600400,6537.799805
02/05/2007,6422.100098,6489,6422.100098,6484.5,2017407600,6484.5
01/05/2007,6449.200195,6449.200195,6395.5,6419.600098,1036351200,6419.600098
30/04/2007,6418.700195,6474.700195,6410.5,6449.200195,1386355100,6449.200195
27/04/2007,6469.399902,6469.399902,6410.600098,6418.700195,1877732000,6418.700195
26/04/2007,6461.899902,6511.100098,6443.700195,6469.399902,1688938000,6469.399902
25/04/2007,6429.5,6479,6429.5,6462,2141341200,6462
24/04/2007,6479.700195,6493.100098,6408.399902,6429.5,2082848400,6429.5
23/04/2007,6486.799805,6504.5,6466.100098,6479.700195,1325337000,6479.700195
20/04/2007,6440.600098,6508.899902,6440.600098,6486.799805,2142959200,6486.799805
19/04/2007,6449.399902,6451.799805,6386.200195,6440.600098,1447222300,6440.600098
18/04/2007,6497.799805,6497.799805,6440.799805,6449.399902,1490398200,6449.399902
17/04/2007,6516.200195,6516.200195,6456.399902,6497.799805,1558112200,6497.799805
16/04/2007,6462.399902,6516.200195,6462.399902,6516.200195,1504428900,6516.200195
13/04/2007,6416.399902,6462.399902,6416.399902,6462.399902,1515814100,6462.399902
12/04/2007,6413.299805,6419.600098,6376.399902,6416.399902,1491396600,6416.399902
11/04/2007,6417.799805,6445.899902,6401.899902,6413.299805,1995616000,6413.299805
10/04/2007,6397.299805,6431.700195,6394.299805,6417.799805,1604097800,6417.799805
09/04/2007,6397.299805,6397.299805,6397.299805,6397.299805,0,6397.299805
06/04/2007,6397.299805,6397.299805,6397.299805,6397.299805,0,6397.299805
05/04/2007,6364.700195,6398.700195,6350.299805,6397.299805,1373407200,6397.299805
04/04/2007,6366.100098,6380.5,6345.899902,6364.700195,1749293600,6364.700195
03/04/2007,6315.5,6366.100098,6315.5,6366.100098,1816500000,6366.100098
02/04/2007,6308,6342.200195,6293.899902,6315.5,1360638200,6315.5
30/03/2007,6324.200195,6330,6291.100098,6308,1952043600,6308
29/03/2007,6267.200195,6334.700195,6267.200195,6324.200195,1534047800,6324.200195
28/03/2007,6292.600098,6304.899902,6250.100098,6267.200195,1582559800,6267.200195
27/03/2007,6291.899902,6337.700195,6276.799805,6292.600098,1549551300,6292.600098
26/03/2007,6339.399902,6355.299805,6274.100098,6291.899902,1766095600,6291.899902
23/03/2007,6318,6350.399902,6296.600098,6339.399902,2052956800,6339.399902
22/03/2007,6256.799805,6342.100098,6256.799805,6318,2143518000,6318
21/03/2007,6220.299805,6287.5,6207.700195,6256.799805,1776058600,6256.799805
20/03/2007,6189.399902,6220.299805,6159.399902,6220.299805,2146044200,6220.299805
19/03/2007,6130.600098,6200.600098,6130.600098,6189.399902,1827203200,6189.399902
16/03/2007,6133.200195,6142.200195,6094.700195,6130.600098,2116076000,6130.600098
15/03/2007,6000.700195,6133.200195,6000.700195,6133.200195,2137773200,6133.200195
14/03/2007,6161.200195,6161.200195,6000.700195,6000.700195,2147070000,6000.700195
13/03/2007,6233.299805,6240.700195,6161.200195,6161.200195,1595964400,6161.200195
12/03/2007,6245.200195,6276.299805,6219.299805,6233.299805,1355450300,6233.299805
09/03/2007,6227.700195,6255.799805,6190.299805,6245.200195,1660715100,6245.200195
08/03/2007,6156.5,6233.100098,6156.5,6227.700195,1542604000,6227.700195
07/03/2007,6138.5,6167.600098,6106.100098,6156.5,1669634400,6156.5
06/03/2007,6058.700195,6138.5,6058.700195,6138.5,2123083000,6138.5
05/03/2007,6116.200195,6116.200195,5989.600098,6058.700195,1913736400,6058.700195
02/03/2007,6116,6164.399902,6085.600098,6116.200195,1923026800,6116.200195
01/03/2007,6171.5,6230.700195,6038.899902,6116,2147378200,6116
28/02/2007,6286.100098,6286.100098,6166.200195,6171.5,2147045000,6171.5
27/02/2007,6434.700195,6434.700195,6270.5,6286.100098,2044216200,6286.100098
26/02/2007,6401.5,6446.799805,6401.5,6434.700195,1468711800,6434.700195
23/02/2007,6380.899902,6401.5,6357.100098,6401.5,1661409900,6401.5
22/02/2007,6357.100098,6416,6357.100098,6380.899902,1757669400,6380.899902
21/02/2007,6412.299805,6430.399902,6352.100098,6357.100098,1769971200,6357.100098
20/02/2007,6444.399902,6448.100098,6392.399902,6412.299805,1556580600,6412.299805
19/02/2007,6419.5,6451.399902,6419.5,6444.399902,924726800,6444.399902
16/02/2007,6433.299805,6439.200195,6407.299805,6419.5,1382320900,6419.5
